n,group,wall_s_sum,cpu_total_s_sum,cpu_user_s_sum,cpu_sys_s_sum,rss_peak_bytes_sum,io_read_bytes_sum,io_write_bytes_sum,io_rchar_bytes_sum,io_wchar_bytes_sum,sys_cpu_iowait_s_sum
16,zkey,11.743366087786853,58.880551000000054,54.755832000000055,4.124718999999999,452026368.0,0.0,6836224.0,98408012.0,13097801.0,0.010000000002037268
32,compile,1.8684927597641945,3.8688490000000257,3.3556710000000294,0.5131779999999964,367435776.0,0.0,1052672.0,11361977.0,1055509.0,0.0
32,ptau,27.60424664337188,391.10915099999994,385.9735219999999,5.1356289999999944,942915584.0,0.0,28913664.0,122906261.0,29894693.0,0.030000000006111804
32,zkey,16.627168628387153,94.66925100000014,90.30515200000013,4.36409900000001,602476544.0,0.0,13176832.0,123212036.0,32120054.0,0.00999999999476131
64,compile,2.665127764455974,4.56015800000003,3.993007000000034,0.5671509999999955,374083584.0,0.0,3629056.0,12816287.0,3632139.0,0.0
64,ptau,49.18355719931424,789.9462080000001,784.193125,5.753083000000004,1364332544.0,0.0,58572800.0,179986858.0,59683910.0,0.030000000006111804
64,zkey,26.381115104071796,168.24339600000008,163.34376900000007,4.899626999999995,724869120.0,0.0,30425088.0,284592658.0,56550237.0,0.029999999998835847
128,compile,4.196157388389111,5.6583450000003666,5.009087000000363,0.6492580000000032,408969216.0,0.0,10129408.0,16071354.0,10127382.0,0.0
128,ptau,93.64523292891681,1653.8806519999998,1645.9159289999998,7.964722999999992,1576558592.0,0.0,120004608.0,299654457.0,121204635.0,0.059999999997671694
128,zkey,37.77931225206703,315.8554390000004,309.9702930000003,5.885145999999992,1157025792.0,0.0,75984896.0,501294323.0,141941316.0,0.020000000004074536
256,compile,7.353237048722804,8.000809000000402,7.186123000000407,0.8146859999999947,433512448.0,0.0,12947456.0,22343762.0,12958433.0,0.0
256,ptau,183.9828207558021,3443.7949949999997,3433.266931,10.528064,1874026496.0,0.0,239681536.0,532969501.0,241318682.0,0.11000000000058208
256,zkey,53.64485525805503,632.180851,623.828982,8.351868999999994,1428340736.0,0.0,130924544.0,850498370.0,319353948.0,0.05000000000291038
512,compile,13.723697756417096,13.354325999999105,12.170571999999083,1.1837540000000217,508420096.0,0.0,38133760.0,34802759.0,38155111.0,0.010000000002037268
512,ptau,370.06330841686577,7232.00505,7216.203459,15.801591000000002,2806411264.0,0.0,470396928.0,998595212.0,472445117.0,0.11999999999534339
512,zkey,89.0167825575918,1294.3798739999995,1281.6238539999995,12.756019999999978,1920872448.0,0.0,271355904.0,1416820607.0,457117023.0,0.08999999999650754
1024,compile,27.29987681657076,26.38571000000104,23.788582000001043,2.597127999999998,1027825664.0,0.0,79192064.0,59792289.0,79247519.0,0.029999999998835847
1024,ptau,757.3451183559373,15211.660799000001,15187.539719,24.121080000000006,4723032064.0,0.0,956694528.0,1930250911.0,959734393.0,0.9899999999979627
1024,zkey,162.05900260806084,2657.0975600000006,2637.243284,19.85427599999997,3024068608.0,0.0,559726592.0,3875824826.0,892544050.0,0.08000000000174623
2048,compile,53.29288664646447,46.52320599999973,42.730655999999726,3.7925500000000056,978157568.0,0.0,162983936.0,109579351.0,163088630.0,0.06999999999970896
2048,ptau,1534.0972738340497,32106.098706999994,32066.492539999992,39.60616699999997,7130103808.0,0.0,1913290752.0,3794041957.0,1917743918.0,1.0199999999967986
2048,zkey,307.2436345629394,5531.5078470000135,5498.343232000014,33.164615000000026,4918075392.0,0.0,1149145088.0,5307790720.0,1668193745.0,0.14000000000669388
4096,compile,107.09963504504412,89.58989700000996,82.85942600000999,6.730470999999966,1967128576.0,0.0,334852096.0,214356394.0,335047437.0,0.930000000000291
4096,ptau,3049.8322608545423,69363.897347,69291.720274,72.17707300000001,10814607360.0,0.0,3826454528.0,7520958691.0,3834084301.0,10.069999999999709
4096,zkey,579.5890722228214,11803.465954999972,11752.268292999972,51.19766200000004,8477544448.0,0.0,2315177984.0,8049451474.0,3374774251.0,0.16000000000349246
8192,compile,227.57825320400298,205.21826500002146,186.86741200002143,18.35085300000003,3533922304.0,0.0,695844864.0,402989405.0,696697137.0,0.5100000000020373
8192,ptau,6155.970957711339,147314.173492,147179.878317,134.29517499999997,19196080128.0,0.0,7653834752.0,14975238408.0,7667396675.0,36.75
8192,zkey,1220.9497526045889,24563.912585999988,24456.876183999993,107.03640199999995,10054074368.0,0.0,4613611520.0,13551694915.0,6399987984.0,14.650000000001455
